,country,description,points,price,variety,description_length
671,US,mellow well rounded petite could almost mistaken blueberry tea prominent two strain flavor wine,86,27.0,Petite Sirah,137
672,US,fruity extracted zin jammy raspberry cherry flavor finish bite acidity clean easy drink nice sipper summer barbecue,85,28.0,Zinfandel,171
673,US,woody brambly note lend earthy complexity fresh blackberry cassis note bright brisk merlot shower cranberry acidity jolt palate cut fine penetrating tannin fringe finish elegant refreshing example cool climate merlot,88,20.0,Merlot,292
674,US,estate grown grape possessing g l residual sugar wine lovely peach pear lemon quite voluptuous texture hint spice pretty floral aroma jasmine provide additional flourish invitation finish dry,90,25.0,Riesling,270
675,US,intense nervy young cab impress powerful oak cassis flavor little sharp acidic jamminess tea like tannic structure suggests moderate aging capability stash open couple year,88,35.0,Cabernet Sauvignon,265
676,France,firm solid chunky great success château currently top form even difficult year bright fruit charge tannin giving richness balancing elegance freshness year worth aging,93,50.0,Bordeaux-style Red Blend,248
677,Spain,bright aggressive llopart lively orange apricot aroma frothy point bubbly ripe bouncy pink grapefruit citrus flavor stay racy citrusy finish fruit complex,88,22.0,Sparkling Blend,232
678,Spain,start sharp funky quickly realize showing sign age wine blend sweet sour note bouquet palate issuing primary grapefruit flavor mustard green finish feel chunky losing zest day day,86,15.0,Verdejo,295
679,US,syrah bordeaux style blend feauturing mostly cabernet merlot rich entry feature berry chocolate espresso round midpalate polished tannin hint tar run finish,88,29.0,Bordeaux-style Red Blend,229
680,Italy,blue flower red berry aroma lead way along whiff eucalyptus firm palate offer hint star anise espresso green note powdered sage back unripe red cherry close coffee note,87,29.0,Red Blend,226
681,France,layered botrytis give wine richness dense texture sweet dry core crisp acidity age well going beautiful wine tropical fruit apricot wonderful final acidity drink,94,50.0,Bordeaux-style White Blend,255
682,US,peachy canyon least expensive wine soft simple rather sweet candied raspberry cherry flavor,82,12.0,Zinfandel,115
683,US,lush thick chewy rich purple black fruit pepper finish vanilla cream tannin substantial intrusive carry sensation rock graphite flavor extend gracefully ripe fruit remains front center finish plenty nuanced rock spice hint herb exceptional effort,92,28.0,Syrah,362
684,France,perfumed fruit offer ripe counterpoint solid tannin dark cherry touch wood layer acidity come together well leaving chance age drink,90,23.0,Gamay,189
685,Spain,need air show best first tight mulchy nutty early feel clampy scratchy becomes better air black fruit flavor touched note oak dried cheese extend onto finish,89,62.0,Tempranillo,279
686,US,nice buy price dry jammy wine feature ripe flavor blackberry cherry anise cocoa mint smoky oaky note mouthwateringly crisp coastal acidity,85,10.0,Syrah,192
687,France,obviously first flush youth dry rosé go mature almond marzipan along cranberry juice flavor give tightness texture definitely drunk screwcap,84,14.0,Cabernet Franc,205
688,US,winery popular wine cali cabernet sauvignon merlot sangiovese nice aromatics lead medium bodied wine bright spice strawberry preserve sour plum defining acidity lick chocolate finish,87,17.0,Red Blend,259
689,Italy,cheerful rosso di montalcino offer distinctively oak driven bouquet smoke spice mesquite followed bright ensemble berry fruit aroma wine soft slightly sweet finish burst cherry blueberry close,89,30.0,Sangiovese Grosso,258
690,US,immediately appealing lush direct flavor blackberry pie filling cherry jam licorice cedar flavor vein dried herb drink,87,45.0,Cabernet Sauvignon,156
691,Spain,harmonious bouquet aroma berry marzipan nutmeg feel little acidic add freshness package flavor earthy roasted fruit touch salty finish taste briney baked note coffee toast blend tempranillo merlot caberent sauvignon,88,24.0,Red Blend,334
692,US,amazingly delicious soft defines modern napa cabernet style tasteful elegance hall wine known merlot display dazzlingly rich flavor blackberry black cherry red currant mocha savory note bacon,94,55.0,Cabernet Sauvignon,271
693,Italy,simple fuss prosecco extra dry interesting herbal component recall dried oregano hay peach citrus fruit back carried forward spicy effervescence mouthfeel thin tonic,84,12.0,Prosecco,239
694,Spain,seems sort waxy baked mildly acrid aroma burnt corn leading way palate k feel flavor rather bitter burnt fruit pointed expressive may already past prime imported winery exchange,83,9.0,Verdejo,261
695,US,dark thick tannin sturdy wine plenty fleshy blackberry coffee flavor bone dry probably age year,85,20.0,Syrah,140
696,US,sourced old vine wädenswil clone effort carry new elkton ava designation pretty raspberry strawberry fruit set lightly toasty tannin lovely everyday pinot noir density,88,23.0,Pinot Noir,219
697,Spain,prieto picudo variety unknown wine drinker probably good thing grape yield acidic tight astringent wine like yes color size much balance charm,80,20.0,Prieto Picudo,232
698,US,ripe almost raisiny cooked fruit flavor although wine fully dry tannin harsh side stewed character seems accentuate acidity drink,82,18.0,Zinfandel,190
699,US,blend viognier roussanne marsanne wine moderately aromatic note pear melon apricot flower medium bodied abundant stone fruit flavor quite reserved considering warmth vintage,90,28.0,Rhône-style White Blend,245
700,Italy,fresh bright rosé central italy delicate bouquet wild flower forest berry wine luminous pristine would pair appetizer light summer pasta chicken curry salad mouth wine taste fresh crisp clean,87,12.0,Rosé,269
701,US,bit tough sharp bad cabernet deep flavor blackberry currant cola anise cedar bone dry bet declassified high end wine blend,85,20.0,Cabernet Sauvignon,200
702,Italy,bright brambly berry forest floor note open bouquet nergroamaro malvasia nera blend touch cherry sun ripened prune also make appearance especially finish,87,15.0,Red Blend,204
703,US,kind overripe raisin prune detracts dry chocolate cassis finish flatters palate tannin soft sweet,86,30.0,Zinfandel,169
704,US,future vintage wine bear new red mountain appellation klipsun located waterbrook grape proud juicy ripe white wine bursting scent flavor fresh fruit cut grass light spice even toasted coconut extended finish best buy,90,8.0,Sauvignon Blanc,314
705,Spain,nothing special blend tempranillo shiraz fact austere less pleasing brand basic temp shiraz blend said wine show thin raspberry flavor tangy almost sour back end probably best food real good,83,12.0,Tempranillo-Shiraz,287
706,France,robust full nicely structured good acidity medium tannin red offer load jammy raspberry blueberry accent carnation mocha pepper spice appear mouth follow long evolving finish,87,20.0,Rhône-style Red Blend,250
707,Italy,gold color ton oak know work resin vanilla aroma time become attractive rich palate deal coconut toffee baked white fruit yes barrique bomber hot climate interesting go well roast fowl foie gras,87,27.0,Chardonnay,306
708,France,vibrant lively red fruit aroma blend fragrant woody spice bouquet cherry berry flavor transition palate somewhat gripping tannin coupled note fudgy brownie black pepper add depth finish,89,10.0,Rhône-style Red Blend,248
709,US,sweet style sparkling wine brisk acidity framing orange lime vanilla honey flavor nice wedding cake good price,86,11.0,Sparkling Blend,141
710,US,terrific mouthfeel highlight mix berry cherry fruit toast cinnamon tart focused aged roughly half new french oak first month transferred neutral barrel another five month fine grained tannin give elegant finish,93,85.0,Pinot Noir,283
711,Italy,crisp light redolent red apple forest berry wine pair fried chicken easy pasta dish sharp bitter berry note close,84,10.0,Montepulciano,167
712,US,appellation west side salina valley santa lucia highland great white red fare less well especially vine overcropped seem thin acidic merlot show candied flavor cherry mint,82,12.0,Merlot,275
713,US,pretty good cab price little soft ripe enough upfront blackberry cherry flavor chocolate fudge note mark many modern cab pleasantly dry wine real complexity,85,18.0,Cabernet Sauvignon,221
714,US,fruit come two great yakima valley vineyard boushey elerding although alcohol pin meter hold together pretty cherry fruit plenty acid tannin provide backbone case produced,88,18.0,Sangiovese,241
715,US,term vintner select unregulated abused really mean something winery top excellent effort spent month oak extra depth cherry cassis fruit packing powerful compact punch way long polished finish,94,65.0,Pinot Noir,309
716,Italy,slightly gaseous nose losing freshness passing day zingy acid keeping alive flavor slipping toward cranberry tomato much else left,83,80.0,Red Blend,186
717,US,real strength fruit show depth nerve muscle nice high note suggesting citrus even grapefruit racy berry fruit flavor come impact tannin espresso add real excitement mouth powerful wine zing palate leaf wanting,91,39.0,Meritage,347
718,Spain,briny citrus feline note pithy scent send merseguera led blend toward pulpy citrusy palate grapefruit pithy lightly bitter flavor finish citric little change wine primary flavor,85,9.0,White Blend,218
719,US,delicious talley rincon showing class vineyard maybe best vintage lacking elegance wine ultrarich full bodied massive raspberry cherry flavor drink soon,90,58.0,Pinot Noir,211
720,US,wine feature tempting clove black cherry pomegranate flavor great balance easygoing texture clean fruity finish medium full bodied oaky flavor tannin stay well within bound,89,14.0,Syrah,229
721,US,rich cherry blackberry raspberry herb flavor rhône blend sweet sour berry cherry flavor rich dry furry tannin need something big meaty soften like beef stew,84,11.0,Red Blend,206
722,US,vineyard going change vintage shift focus winemaker predilection early picking seemed conspire produce rather thin austere wine locked tight bit herbal lean yet revealing even aeration one mystery wine keep coming back waiting light blink,88,30.0,Cabernet Sauvignon,385
